No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area marks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject,Peer
600,14,F,2,241,143,2,4.166267926,299,347,2,6,785,279,2,6,886,487,2,1.104804953,0,369,1,0,1173,424,2,7,1460,854,2,2,292.4652132,0,1,0,1407.385694,47,2,5,1761.470711,236,0,49.89560781,78,27.06519187,21.71873878,19,figures,angles,triangles,health,health,14
601,13,F,3,167,266,2,4.400347863,357,405,2,7,812,182,2,2,740,610,2,0,1255.117539,54,0,0,714,220,1,12,1980,778,2,0,464.13143,585,1,4,2553.146951,0,1,3,1930.036164,425,3,62.5,28,24.7001449,11.0147994,19,practicing,angles,triangles,buddhism,english,24
602,14,F,5,187,80,2,4.416315975,502,87,2,8,696,15,2,5,988,988,1,0,1991.541455,548,2,7,838,139,1,10,1292,194,1,1,313.3902794,182,1,1,2089.986736,718,2,3,0,675,4,34.76347672,Ab ,12.77644604,17.9636246,10,figures,angles,probability,science,health,24
603,15,M,2,40,222,2,2.630846227,198,308,2,5,716,119,2,4,878,0,1,0.80942256,226.1783167,503,2,10,926,666,2,4,1632,336,2,2,2428,630,1,4,1006.383481,21,2,0,552.7515102,364,3,31.70588923,69,8.502136539,14.16252023,19,practicing,algebra,area,none,maths,24
604,13,F,4,40,218,2,2,204,327,2,5,427,282,2,0,1146,518,2,0.141609671,982.9497191,302,2,12,0,98,1,3,1213,441,2,0,773.2765532,248,1,2,314.9263609,396,1,5,1576.976803,764,1,27.68493206,10,2.053836953,24.11429449,18,practicing,algebra,triangles,dancing,maths,10
605,13,F,5,40,169,2,4.45962824,386,183,2,11,422,59,2,0,1335,410,1,2.045282395,950.2079833,161,1,7,308,572,2,4,2101,566,2,0,206.7938105,0,1,2,1226.24166,231,2,0,0,0,3,14.38268527,20,5.59006563,24.42998206,17,Only school lessons,ratio,fractions,buddhism,buddhism,10
606,15,M,3,141,261,2,2.536315468,437,56,2,5,603,191,2,0,355,404,1,0.376168067,132.9514007,558,1,5,266,269,0,13,1357,147,2,1,2189.279732,75,1,2,716.5984518,483,2,4,1280.774009,226,4,32.68879793,18,16.29984586,9.759262997,21,practicing,angles,triangles,home science,english,10
607,14,F,4,218,102,2,2,262,137,2,11,648,15,2,0,959,290,2,0.669407841,899.0304253,533,1,8,482,241,1,6,1536,865,2,1,183.6438532,114,1,2,2311.072579,353,2,6,1370.641938,231,3,53.0520586,15,15.34011062,19.35074857,21,figures,ratio,percentages,sinhala,science,10
608,14,M,2,132,104,2,2,377,367,2,8,160,213,1,4,1254,1087,2,0.004705808,1562.696774,926,2,12,2036,0,2,11,810,400,2,0,928.347194,348,1,2,1274.487115,464,1,1,943.3989563,419,3,24.73046467,42,18.66120402,9.832812593,20,figures,algebra,none,maths,buddhism,20
609,14,M,2,65,119,1,2.256989368,463,56,2,10,372,133,2,9,0,235,1,1.304755514,1207.573666,0,1,2,1166,457,1,0,722,221,2,1,1465.998642,235,1,1,1108.717366,793,1,1,1092.353956,557,1,29.90188933,23,22.72218966,16.91990149,20,figures,ratio,probability,sinhala,buddhism,10
610,14,F,6,40,337,2,3.15002668,606,189,2,11,1295,219,2,9,951,828,2,0.662160581,1797.100077,840,2,5,2036,418,2,13,1861,425,2,0,1925.240461,325,1,2,593.4525502,609,2,3,902.3160006,0,2,19.77456111,39,28.5,5.019077633,10,figures,angles,circle theory,history,sinhla,20
611,13,M,4,72,292,2,2.129360297,204,359,2,2,839,195,2,0,297,76,2,0.401808258,1074.884031,768,1,4,295,82,1,13,1758,162,2,0,1365.663393,152,1,0,1218.981405,673,2,3,2435,472,1,59.45600728,6,17.83986629,21.40777349,21,figures,angles,decimals,sinhala,none,10
612,14,M,2,225,161,2,3.188797426,469,417,2,8,1079,200,2,9,608,6,1,0.115760054,2193.262384,706,2,1,2036,0,2,6,1474,227,2,0,1203.599286,172,1,4,1744.456379,781,1,7,727.1635978,243,0,8.896948909,40,23.80185909,24.47217726,21,figures,fractions/decimals,set theory,english,tamil,20
613,14,F,3,312,165,2,3.548699984,218,96,2,8,1081,15,2,4,1051,237,2,0,2210,205,1,5,579,198,1,6,1012,489,2,0,1566.410199,519,1,0,753.3983984,0,1,2,281.0204597,149,3,27.44974622,37,7.999479292,3,10,Only school lessons,ratio,set theory,science,geography,24
614,14,M,4,178,304,2,4.098156942,271,399,2,6,748,110,2,8,930,375,2,0,63.96749583,0,1,2,1300,307,1,6,2202,293,2,3,989.256483,659,1,3,738.1026919,0,0,0,941.1211227,68,2,10.62113821,18,11.98933151,19.43604385,19,Only school lessons,fractions/decimals,area,none,maths,24
615,13,M,3,169,40,2,2,649,167,2,7,160,270,2,0,1187,165,2,0.117481343,0,157,0,3,696,95,1,5,1959,636,2,0,610.8427219,400,1,3,2002.974282,0,2,3,22.93458741,367,0,19.31067387,78,15.64787434,31.68295932,14,figures,ratio,area,history,history,10
616,14,M,2,117,239,2,3.699622794,507,300,1,5,737,119,2,8,525,58,2,0.023640393,952.6962634,647,1,6,2036,887,2,5,1649,624,2,2,0,108,1,3,1654.176999,290,2,2,969.927679,281,3,19.5476499,39,25.62373287,25.93155981,17,figures,fractions/decimals,triangle theory,maths,PTS,24
617,14,M,2,172,72,2,3.440873961,248,56,2,5,160,135,2,0,833,0,2,1.490782944,1000.522653,755,1,1,745,277,2,0,1416,372,2,1,0,512,0,2,1078.468011,882,2,7,2181.569699,126,2,9.222655562,78,26.87859862,9.275728448,15,practicing,probability,fractions,sinala,english,10
618,15,M,5,287,146,2,3.388206976,254,244,2,11,393,234,1,3,1019,567,1,0.151596275,1133.520969,173,1,7,1653,284,2,2,1315,503,2,3,475.3292409,440,1,0,2678.954734,291,2,4,1312.554381,384,2,25.35411757,40,18.03771056,26.17781507,19,figures,ratio,probability,home science,tamil,14
619,13,F,3,40,40,1,2.097774016,483,56,2,8,160,273,2,0,192,0,2,0,936.0382308,353,1,1,1702,367,2,0,1483,543,2,1,924.9043293,0,1,2,1567.730595,0,2,0,2300.858696,384,3,62.5,39,5.37232646,21.00482236,17,figures,ratio,roman numbers,ict,history,10
620,14,F,4,227,179,2,3.662809495,205,113,2,7,237,196,2,3,749,654,1,0,798.0923471,292,2,8,2036,229,0,11,1489,220,2,3,1503.07034,162,1,0,662.8441984,359,2,0,917.4424221,251,1,18.28793932,3,7.62488901,16.87538563,13,Only school lessons,angles,volume and capacity,buddhism,maths,24
621,14,F,4,193,126,2,4.526944378,110,189,2,9,763,25,2,3,1732,400,1,0,1554.859139,335,0,8,169,67,1,7,1691,835,2,1,1609.422953,0,1,3,979.5852107,0,2,6,1824.443773,339,4,12.87531492,2,14.64453306,21.19842578,16,Only school lessons,ratio,simultaneous equations,civics,buddhism,24
622,14,F,3,185,219,1,3.091556594,863,123,2,8,779,121,2,1,421,270,1,0.599962132,1743.043371,346,2,4,0,0,1,13,1123,72,2,3,2004.403284,0,1,2,759.3138286,222,1,5,2029.598141,0,2,38.05528304,20,14.64800559,30.91268276,14,practicing,angles,triangles,dancing,history,24
623,14,M,3,256,69,2,3.645372804,363,285,1,8,549,192,2,2,220,524,2,0,418.7670984,263,2,6,928,0,1,13,1216,327,2,0,0,0,1,2,727.8296616,1188,1,1,1787.393339,477,0,23.05714666,40,12.89304243,3,20,practicing,angles,simultaneous equations,civics,PTS,24
624,15,M,2,275,155,2,3.726255858,110,371,2,6,631,276,2,3,1431,523,2,2.847292433,661.6763014,180,2,1,1892,633,2,7,1009,178,1,0,1433.270957,470,1,2,898.0130309,425,1,0,2435,403,2,41.36541408,42,25.38707507,19.41437363,18,figures,angles,decimals,science,none,20
625,15,M,3,102,163,2,3.988506411,135,158,2,7,303,59,2,2,346,418,1,0,346.6231191,133,1,8,1196,292,1,7,1162,161,2,2,1674.237802,560,1,0,1562.258225,530,2,6,1888.673038,55,0,47.23305477,5,26.80911636,18.69547805,18,practicing,algebra,area,home science,buddhism,24
626,15,M,3,123,79,2,4.865486899,349,83,2,10,428,128,2,6,1593,396,2,0.893154894,1167.286819,333,2,3,1410,337,1,9,1304,329,1,0,583.0224522,618,1,3,390.4461142,735,0,5,0,167,4,41.72221273,35,7.181189764,8.378384339,21,figures,ratio,geometry,sinhala,history,20
627,15,M,4,156,40,1,2.367276515,298,340,2,4,447,187,2,0,209,1034,2,0.825362299,2210,400,1,2,1231,0,1,4,2431,659,2,0,972.1322484,156,1,0,2725,43,2,8,0,247,2,32.48983222,Ab ,25.39296958,5.759966182,17,practicing,probability,none,none,buddhism,10
628,15,M,4,233,143,2,4.328046437,576,210,2,5,160,184,2,7,681,697,2,0.069474306,728.2864032,191,2,12,1326,255,1,3,2051,72,2,1,1429.108723,526,1,0,1821.879113,621,1,3,2435,109,3,62.14288014,5,5.586511433,14.35916662,18,practicing,algebra,probability,sinhala,tamil,14
629,15,M,5,98,114,2,2,474,260,2,5,386,159,2,7,0,213,0,1.493160646,0,217,1,6,798,127,2,13,258,72,2,2,1463.669774,438,1,3,850.3906309,1073,2,4,718.4705499,461,2,57.94021331,3,20.44533323,3,19,practicing,angles,triangle theory,civics,none,24
630,14,M,2,231,107,2,2.141570521,213,164,2,4,1271,341,1,0,795,745,2,0,1268.283236,454,1,4,2022,231,1,4,2431,426,2,2,978.00433,0,0,2,1098.967214,0,1,2,0,372,4,28.0483881,20,9.623884222,16.68816249,21,Only school lessons,ratio,simultaneous equations,sinala,maths,10
631,13,M,3,109,147,2,2.640896901,312,87,1,10,621,147,2,0,608,374,2,0,772.0686409,338,2,6,0,585,2,13,864,172,2,2,1081.472062,0,1,2,1132.607944,430,2,5,2435,281,4,18.02316838,3,22.55594148,25.79786792,18,Only school lessons,angles,fractions,home science,buddhism,10
632,14,M,3,89,161,2,2.552601651,379,65,2,11,802,149,2,6,977,543,2,0,282.2177196,127,2,3,1075,330,1,4,1209,537,2,0,1088.609785,64,1,1,2209.996866,0,2,6,2088.337235,341,4,28.61866112,40,19.41908797,20.37725512,17,Only school lessons,ratio,geometry,civics,home science,24
633,13,F,4,139,66,2,2.246639268,110,225,2,10,614,252,2,8,906,394,2,0,686.4503602,184,2,4,1903,81,1,8,1555,742,2,1,1680.899598,619,1,0,437.8264108,519,2,1,1614.108258,475,1,47.95110548,35,20.30939038,25.6800662,14,Only school lessons,ratio,none,sinala,PTS,24
634,14,M,3,305,120,2,2.806430585,611,554,2,6,603,166,2,8,1628,355,1,0,929.8774962,103,1,4,768,0,1,13,1262,72,2,0,2102.826727,0,0,1,2545.490661,289,0,0,637.5832367,381,1,39.54510279,39,9.226448631,3,17,practicing,angles,circle theory,maths,english,24
635,14,M,5,241,52,2,3.184753941,110,237,2,9,275,177,2,8,856,165,1,0.802093691,147.7401394,0,1,3,1479,413,2,6,1017,556,2,0,1429.930316,413,1,0,1500.344702,876,2,1,2435,61,0,62.5,28,18.40401608,37,16,figures,ratio,roman numbers,none,buddhism,20
636,14,M,2,112,44,2,3.896311376,110,280,2,8,160,285,2,1,611,0,1,0.260174971,952.7075311,253,0,6,1079,105,1,4,1672,356,2,1,229.6085108,0,1,0,1241.422186,508,1,8,1940.384993,280,2,53.50484935,69,14.61819506,13.31528511,15,figures,ratio,percentages,health,maths,14
637,15,M,3,204,40,1,3.333440754,638,244,2,8,407,300,2,3,836,515,2,1.063548399,404.3014191,0,1,2,2036,164,1,11,1255,286,2,1,1185.591693,0,1,1,2104.548594,73,2,6,226.8653665,464,2,29.29252597,5,23.0151593,28.90852327,18,Only school lessons,angles,set theory,buddhism,home science,20
638,14,M,3,167,179,2,3.030904449,634,361,2,5,840,408,2,6,1029,653,2,0,0,286,1,5,1804,744,1,6,179,346,2,1,2237.445983,0,1,1,1487.521661,193,1,2,2435,420,3,45.59347843,9,21.96589059,7.786951779,14,practicing,fractions/decimals,fractions,ict,english,24
639,15,F,2,179,104,2,4.27466929,348,266,2,1,462,181,2,10,0,499,2,1.495860131,793.6616457,679,2,7,1071,0,2,9,1056,319,2,0,666.1157815,0,1,0,842.1404191,761,2,3,2435,434,1,18.59690404,9,3.74994983,3,18,practicing,fractions/decimals,volume and capacity,science,science,20
640,13,M,3,76,40,2,3.14662249,242,352,2,4,217,217,2,3,153,1140,1,1.097517945,292.2426355,0,1,10,298,339,2,7,1795,72,2,1,1147.412585,0,0,0,1588.16593,299,2,0,1073.717266,300,2,62.5,20,12.38090352,29.50885137,21,figures,algebra,percentages,sinala,english,14
641,14,M,4,124,244,2,3.460779846,154,292,2,7,160,289,2,9,491,0,2,0,871.5596717,608,0,11,219,158,2,5,810,585,2,2,2428,0,0,2,2374.632553,790,2,4,595.2165232,312,2,6,23,14.63650793,22.51623105,11,Only school lessons,algebra,volume and capacity,science,geography,24
642,14,M,4,278,78,2,2.836676558,272,107,2,10,595,153,2,2,917,133,2,0,1020.661436,429,2,10,1161,656,2,5,1500,331,2,1,1216.033974,0,1,2,1816.725973,594,0,3,2435,168,3,14.10856641,20,20.18033588,3.796009994,18,practicing,ratio,probability,home science,health,24
643,14,F,2,138,120,2,2.806851339,110,125,2,5,778,368,2,7,1015,283,2,0,1274.897832,438,0,11,707,284,1,13,1494,158,2,0,2097.520481,0,1,3,2448.147552,146,1,8,2435,292,1,28.07840917,7,19.52582762,17.19859231,13,Only school lessons,angles,probability,sinhala,tamil,24
644,13,F,3,40,191,2,5,447,336,2,7,160,203,2,0,1387,284,2,1.280988919,895.8692585,184,1,7,927,0,2,8,1772,72,2,1,1525.597948,0,0,2,1897.427297,355,2,2,1524.918763,505,4,37.72335774,25,27.1124642,22.29098943,20,figures,angles,volume and capacity,dancing,PTS,10
645,14,M,4,79,56,2,3.984930001,275,311,2,2,410,15,2,10,1741,369,1,0,256.5566571,130,2,5,2036,179,0,13,2431,462,2,0,0,217,0,0,1352.173631,513,1,0,1423.027141,37,2,16.01660376,37,16.82378806,25.47162598,16,Only school lessons,angles,circle theory,dancing,home science,24
646,15,F,4,105,94,1,2,281,199,2,2,564,266,2,3,820,147,1,0.035728353,1348.170705,216,1,7,1194,153,2,5,1579,182,2,2,0,219,0,2,1999.870639,596,0,8,2435,304,0,56.82640979,69,11.30982919,32.3075226,16,figures,probability,percentages,english,health,24
647,15,F,4,151,40,1,2,365,88,2,0,179,304,2,0,640,191,1,0.764458597,1352.457201,255,2,6,0,738,2,3,886,222,2,0,0,137,1,0,1816.343437,297,2,7,984.0630301,54,4,28.0909944,Ab ,12.71926039,8.333464183,20,Only school lessons,probability,decimals,dancing,home science,10
648,14,M,2,184,115,2,3.850024867,441,176,2,9,813,151,2,7,1188,614,2,0.570036085,1554.716443,247,1,7,1007,321,2,11,652,343,2,0,2222.960056,155,0,3,1975.857856,817,2,4,0,0,2,42.7247982,Ab,22.09266856,31.45229343,19,figures,angles,set theory,maths,science,20
649,14,M,2,40,223,2,3.129419972,585,56,2,8,537,221,2,6,249,569,2,0.934310032,1392.015269,511,0,3,407,325,1,13,1082,325,2,1,2373.603057,126,1,2,2449.407091,191,2,5,0,324,2,28.19119104,Ab,18.0156371,11.71250363,10,Only school lessons,angles,area,ict,english,24
650,13,M,3,40,40,1,4.074622793,293,213,2,6,703,157,2,3,724,291,2,0.546104906,1548.192352,574,2,8,1762,433,1,0,1272,303,2,2,1706.281548,172,0,6,1534.578709,426,2,7,0,236,0,27.60254012,2,18.79112827,5.064888825,16,figures,algebra,triangle theory,civics,none,10
651,14,M,2,166,64,2,3.581910035,426,69,2,1,584,238,2,8,261,558,2,1.298728867,1273.889134,0,1,2,2036,589,2,1,2227,341,2,1,1824.666762,0,1,1,1051.075815,0,2,4,549.5935588,505,3,33.63545706,35,28.5,9.969824176,15,Only school lessons,fractions/decimals,geometry,buddhism,none,10
652,13,F,3,170,132,2,4.069806391,115,198,2,3,160,15,2,3,569,348,1,0.227987731,214.8228387,668,1,3,1232,91,0,8,2400,639,2,0,436.1879292,348,0,0,1777.963577,381,2,5,117.1262419,81,2,25.11305485,7,19.2420469,23.15808309,12,Only school lessons,angles,area,ict,tamil,20
653,15,M,4,189,89,2,3.408885172,543,173,2,10,418,251,2,7,1030,0,2,3,0,0,1,3,752,216,2,13,1443,130,2,1,863.2374642,445,1,0,1780.778488,64,1,2,1676.136543,157,2,45.50496065,18,25.7715194,20.12210451,10,practicing,angles,none,civics,none,14
654,15,M,2,156,112,2,4.33541538,531,156,2,3,359,15,1,3,736,548,2,0.634015446,276.0834605,123,1,8,1949,309,2,3,1318,411,1,0,162.7257851,469,1,0,1117.993318,279,1,5,2435,396,1,26.39868875,78,13.03273126,26.42704519,14,figures,algebra,area,ict,none,20
655,14,M,3,263,118,2,5,110,56,2,11,956,15,2,2,1566,409,2,0.594069302,1942.063626,16,1,3,1164,627,2,6,1447,131,2,2,1328.882697,324,1,0,2262.047685,940,2,4,799.5681017,557,4,40.764985,20,7.248113512,6.690071361,15,figures,ratio,volume and capacity,history,english,14
656,13,F,4,103,79,2,4.084170502,266,56,2,0,403,229,2,3,1182,952,2,1.839771816,1561.967058,186,1,3,747,244,2,13,1174,537,2,1,732.3599675,511,1,0,0,110,2,2,0,0,0,43.54030955,18,12.86088712,37,14,practicing,angles,decimals,english,maths,10
657,14,M,6,131,49,2,2.926586718,131,226,2,10,160,221,2,6,1286,199,2,0.247418887,709.6305989,689,2,8,1235,39,1,6,2009,245,2,0,1143.899162,334,0,3,2091.292671,0,2,6,1335.287903,465,1,42.99750983,Ab ,21.17986179,21.2019045,19,figures,ratio,probability,ict,none,20
658,14,M,5,177,137,2,2.823766329,617,56,2,10,539,212,2,8,1718,351,1,0.946603169,1445.188724,568,2,0,2036,0,1,6,1426,407,2,2,1221.054135,481,1,0,1439.402397,195,2,4,1137.035941,531,0,53.84489425,3,22.07513918,7.131602552,16,figures,ratio,triangles,health,buddhism,14
659,14,M,3,115,127,2,2.358079084,182,61,2,5,671,241,2,0,301,83,2,0,2022.360047,214,2,2,1878,146,1,9,1160,447,2,2,181.0113025,19,1,1,2427.886794,444,1,6,909.720384,263,4,22.62747481,15,24.53348232,21.2884509,21,practicing,angles,decimals,ict,english,10
660,15,F,2,120,118,2,2.443507662,292,76,2,3,372,441,2,0,503,145,2,0.331970076,1504.664867,0,1,3,1862,52,2,7,1740,584,2,1,1705.549758,171,1,3,872.0491814,269,2,3,126.2326985,10,1,40.4357051,18,5.695717682,25.28289242,12,practicing,angles,percentages,health,none,10
661,15,M,5,194,213,2,3.405834009,312,419,2,6,331,311,1,2,936,1326,2,0.578594028,553.5359901,560,2,6,394,17,2,11,1273,303,2,1,1195.261465,480,1,0,1415.866596,449,2,5,430.2705985,324,0,24.99751433,Ab,20.47025702,30.79722057,18,Only school lessons,angles,volume and capacity,maths,home science,14
662,13,M,5,261,197,2,2.994910846,270,56,2,2,544,15,2,5,0,429,2,0,1261.084132,186,2,6,2025,398,1,5,1896,246,2,1,1470.83511,0,1,3,2725,0,2,4,1230.704063,342,3,47.06017165,25,22.72857156,18.95553967,21,figures,algebra,volume and capacity,buddhism,history,24
663,14,M,3,321,91,2,3.499521517,583,93,2,8,265,61,2,4,448,10,1,0.154273126,1847.014462,428,2,8,1226,213,2,11,1695,774,2,0,1945.649947,230,1,2,2115.702579,0,2,0,1731.755418,486,0,37.44873405,2,10.54031944,9.810122044,14,Only school lessons,angles,fractions,civics,none,20
664,15,M,4,44,237,2,2.194835489,508,56,2,6,387,181,2,3,799,0,2,0.480714763,376.377798,817,1,0,1874,208,2,10,877,286,2,2,2428,0,1,1,2235.810031,662,1,1,1790.848184,290,1,29.00343668,40,2,6.059376971,12,practicing,angles,triangle theory,civics,tamil,14
665,14,M,2,156,154,2,3.619848112,440,419,2,5,365,64,2,11,1398,660,2,0,2210,300,1,8,1103,478,1,6,2431,199,2,1,0,86,1,2,2700.394979,589,2,4,0,264,0,46.34388932,8,10.47438675,27.35366338,13,Only school lessons,fractions/decimals,simultaneous equations,sinhala,PTS,24
666,15,M,2,139,253,2,3.340660198,171,163,2,10,265,15,2,0,1741,514,1,0.946233312,696.4296614,504,1,3,2036,390,1,13,1313,686,1,2,1630.444663,0,1,0,965.0057011,519,2,8,741.924678,628,3,25.20520424,78,16.26714899,23.67210033,17,practicing,angles,circle theory,buddhism,science,10
667,14,M,4,269,180,2,4.472162804,379,359,2,4,882,169,2,4,1166,0,2,1.062967856,1461.504587,61,2,7,2036,620,2,11,1079,286,2,1,0,0,1,2,282.9132453,961,2,6,2094.002509,133,4,33.81744571,3,15.70566436,17.89237208,21,figures,angles,probability,sinala,health,20
668,14,M,4,222,319,2,5,143,70,2,6,546,22,2,0,0,510,2,0.682486244,988.0110467,157,1,0,796,211,1,4,314,603,2,0,273.1930117,85,1,1,2402.260539,0,1,7,2435,0,0,62.5,8,17.73344662,27.44115855,14,Only school lessons,probability,decimals,ict,science,10
669,14,F,3,127,218,2,4.188845404,438,56,2,6,170,303,2,3,747,1172,2,1.296043511,1071.717481,0,0,6,1244,381,1,6,2345,72,2,0,0,360,1,0,562.56874,172,2,4,1127.807342,115,0,43.85746678,78,16.14066956,13.60121615,19,practicing,ratio,fractions,sinala,maths,20
670,14,F,4,43,121,2,3.664942693,510,265,2,9,160,150,2,2,603,96,1,1.119870615,844.7018589,451,2,11,2036,551,1,11,2159,701,1,0,2428,160,1,4,1766.31433,66,2,0,525.2570556,0,1,16.37273652,Ab,20.61024237,11.21974231,10,figures,algebra,decimals,buddhism,buddhism,20
671,13,M,2,193,99,1,3.956060556,323,299,2,8,398,296,2,6,462,140,2,0.858024002,1539.522582,142,2,7,809,360,1,7,1494,736,2,2,2138.609007,519,0,0,2113.798747,300,2,4,2435,124,3,44.44777038,23,19.02796159,35.47358425,18,practicing,ratio,percentages,history,home science,14
672,14,F,2,150,40,2,3.641920608,489,201,1,2,409,290,2,8,1102,0,1,0.623141614,1243.73115,436,2,7,1709,0,2,3,2431,187,2,0,2428,196,1,3,2605.16226,971,1,7,1534.798267,0,1,6,10,16.08306328,10.21829206,13,Only school lessons,fractions/decimals,roman numbers,health,english,20
673,15,F,3,252,40,2,3.076299503,561,228,2,8,163,171,2,2,1140,0,2,0.953061256,1095.357103,341,2,5,2036,128,1,2,1042,540,1,0,1579.03214,0,1,3,1228.307036,264,1,9,2250.199785,372,3,19.72680272,Ab ,27.5008117,20.7156504,21,Only school lessons,probability,circle theory,english,buddhism,20
674,14,M,4,164,294,2,3.62923591,148,305,2,5,314,222,2,1,1508,106,1,0.756378075,690.7742585,82,2,4,2036,274,2,11,1548,682,2,2,0,306,1,3,2583.909359,466,2,3,1222.16066,184,1,24.39603822,23,22.29485322,14.86697776,17,figures,angles,triangle theory,civics,maths,24
675,15,F,2,222,51,2,3.802992924,404,65,2,1,502,88,1,5,451,433,2,0.898891903,962.8658964,880,2,7,1659,144,1,11,1765,699,2,1,0,584,1,1,1797.247112,889,2,8,1231.904364,254,3,34.97787935,25,28.5,29.02470626,20,practicing,angles,probability,maths,health,24
676,15,M,4,40,186,2,2.869199348,394,195,2,11,1000,134,2,8,498,590,2,0.777616707,659.7832629,0,1,10,1795,450,2,12,1553,115,2,0,694.0100897,198,1,0,1658.888925,582,2,2,857.0974789,0,2,44.17276905,Ab ,14.61803255,33.22230311,16,practicing,angles,triangle theory,sinhala,science,20
677,14,M,4,169,258,2,3.121524809,684,113,2,6,793,209,2,3,821,404,2,0.151535189,1424.173928,198,2,12,642,85,1,2,1046,312,2,1,1282.414161,179,1,3,2272.449248,660,2,4,1144.825069,295,3,57.23384276,10,6.818498193,25.78609353,18,practicing,algebra,circle theory,health,history,24
678,15,M,4,130,280,2,2.159936606,537,118,2,5,276,169,1,9,130,774,1,2.793838631,599.3560881,817,1,3,2036,473,2,13,1205,572,2,0,2428,215,1,2,500.1101997,736,2,2,1636.223726,134,1,39.44553645,69,4.960530675,17.09172514,17,practicing,angles,geometry,history,buddhism,20
679,14,M,4,65,191,2,2.516063695,392,123,1,8,160,229,2,2,1317,190,1,1.075354027,0,70,2,4,553,229,2,13,1352,72,2,2,1701.975471,278,1,3,2009.700569,0,1,5,1932.243593,730,2,52.55999082,23,13.86367209,31.849863,13,Only school lessons,angles,fractions,sinhala,english,24
680,15,F,5,123,78,2,2,319,93,2,9,1095,15,2,3,601,708,1,0.982650003,887.3499877,88,2,1,1340,411,1,13,810,72,2,1,2037.219096,476,1,2,1369.688196,466,2,0,0,267,1,39.58002111,7,10.66005105,12.51165506,15,Only school lessons,angles,triangle theory,maths,home science,24
681,14,M,3,145,40,2,3.463783096,354,234,2,8,762,15,2,1,1061,131,2,0.940954742,1117.870469,61,2,2,718,137,2,6,2431,245,2,1,1671.064637,42,1,0,1089.489452,388,1,3,1991.424145,142,2,52.88509352,9,28.5,5.77080283,16,practicing,ratio,simultaneous equations,english,science,14
682,14,M,2,256,59,2,3.130929065,366,184,2,3,387,400,2,2,0,303,2,1.237381059,403.2435097,290,2,4,246,308,1,3,1752,302,2,0,2281.077609,0,1,3,1327.170119,953,0,4,2435,576,0,32.28951517,Ab,12.29501853,16.9566881,20,practicing,algebra,fractions,none,sinhla,20
683,13,M,3,48,267,2,3.152660234,126,488,2,11,962,34,2,0,394,0,1,1.211102532,1845.023213,261,1,0,758,264,2,4,1690,72,2,1,931.9936901,63,1,2,2079.071475,291,2,6,2435,236,4,22.81403164,5,8.74958046,11.56335999,20,Only school lessons,ratio,simultaneous equations,civics,tamil,10
684,14,M,4,126,239,1,2.005620048,305,270,2,8,452,302,2,6,1118,1112,2,0.796729021,545.9600316,488,2,5,2036,579,2,3,1980,621,2,0,670.9743513,360,1,0,1812.716127,450,2,3,1427.527292,404,2,17.26666336,23,10.30917701,18.86040634,14,Only school lessons,ratio,decimals,health,geography,20
685,15,M,3,156,40,2,3.351702793,357,56,2,8,376,238,2,3,574,46,2,0.593870034,1944.045728,403,2,3,839,157,2,10,2055,269,2,2,1286.291494,206,1,1,1300.879109,0,2,2,1090.793402,150,4,15.77465354,Ab,18.20984419,12.47949784,19,Only school lessons,angles,set theory,none,maths,24
686,14,F,5,197,135,2,2.050880022,189,137,2,4,615,412,2,6,94,512,2,1.097742184,657.2016589,321,2,8,1941,4,1,9,1937,531,2,3,2140.424536,458,1,0,1738.902601,615,2,4,1220.812604,446,0,31.18811496,9,21.62616241,17.15285985,17,figures,angles,triangle theory,home science,buddhism,14
687,14,F,4,316,229,2,2.233472206,164,151,2,5,752,82,2,4,324,42,1,0.682722476,804.7726422,206,1,7,2036,423,1,13,1004,676,2,1,2012.542492,156,1,2,2515.567091,293,1,2,487.8733307,377,0,32.0263697,20,21.44527444,37,15,practicing,angles,circle theory,sinhala,sinhla,24
688,13,F,3,228,248,2,4.215503971,110,551,2,0,704,262,2,0,871,367,2,0.076202803,1353.483146,325,2,7,525,353,2,9,1498,101,2,0,1600.585152,260,1,4,451.0441743,872,2,6,229.3663968,530,3,26.67079904,18,28.5,33.05180273,14,practicing,angles,set theory,sinhala,science,10
689,14,F,4,40,40,2,3.018013183,438,186,2,9,950,74,2,6,578,463,1,0.599961595,571.6709511,159,2,5,1739,38,1,13,1436,350,2,3,518.4939518,165,1,3,1511.265974,0,2,5,2435,134,3,50.646546,8,4.8494987,11.48042406,17,Only school lessons,angles,probability,ict,none,24
